iter	RMSE
317	0.545593832
318	0.5455373071
319	0.5454271047
320	0.5452890042
321	0.5452297715
322	0.5451589198
323	0.5450751165
324	0.5449992694
325	0.5449209448
326	0.5448150042
327	0.5447234072
328	0.5446478275
329	0.5445380569
330	0.5444636122
331	0.5443935471
332	0.5443374675
333	0.5442992617
334	0.5442093513
335	0.5441643166
336	0.5441046658
337	0.5440388629
338	0.5439330462
339	0.5438684266
340	0.5438380471
341	0.5437500044
342	0.5436430748
343	0.5435509844
344	0.5434980734
345	0.5434321335
346	0.5433176553
347	0.5431356754
348	0.5430469053
349	0.5430010125
350	0.5429663311
351	0.542874909
352	0.5428121743
353	0.5427368577
354	0.5426488481
355	0.5425397532
356	0.5424786529
357	0.5424459715
358	0.5423662614
359	0.542307006
360	0.5422440149
361	0.5421853608
362	0.5420738622
363	0.5420219305
364	0.5419674711
365	0.5418818597
366	0.5417887912
367	0.5417603735
368	0.5416701053
369	0.5416205108
370	0.5415302617
371	0.5414659283
372	0.5414224056
373	0.541394202
374	0.5413403586
375	0.5412968046
376	0.5412564524
377	0.5411973303
378	0.541131832
379	0.541088155
380	0.541018927
381	0.5408866685
382	0.5408347928
383	0.5407243119
384	0.5406215019
385	0.5405785276
386	0.540551534
387	0.5405075338
388	0.5404699713
389	0.5404407401
390	0.5403971561
391	0.5403288177
392	0.5402226146
393	0.5401901583
394	0.5401083496
395	0.5400502081
396	0.5399643566
397	0.5399089661
398	0.5398640409
399	0.5398050642
400	0.5397432287
401	0.5396547948
402	0.5395871928
403	0.5394991593
404	0.5394639759
405	0.5393646535
406	0.5393301005
407	0.5392180541
408	0.5391464124
409	0.5390890623
410	0.5390241604
411	0.5389693128
412	0.5389399575
413	0.5388782146
414	0.5388284484
415	0.5387756068
416	0.5387028185
417	0.5386555317
418	0.538598684
419	0.5385376913
420	0.5384942306
421	0.5384439808
422	0.5383806231
423	0.5383070557
424	0.5382733099
425	0.5382522204
426	0.5381490662
427	0.5381090759
428	0.5380536865
429	0.53800756
430	0.537938555
431	0.5378714209
432	0.5377885758
433	0.5377718899
434	0.5377133889
435	0.5376691137
436	0.5376330412
437	0.5375814285
438	0.5375421654
439	0.5374958454
440	0.5374371433
441	0.5373953682
442	0.5373634681
443	0.5372643134
444	0.537227786
445	0.5371709797
446	0.5371396866
447	0.5371010329
448	0.537066591
449	0.5370233536
450	0.5369833007
451	0.5369308767
452	0.5368863229
453	0.5368509041
454	0.53677824
455	0.5367156062
456	0.5366545494
457	0.5365854561
458	0.5365502958
459	0.5364780836
460	0.536421562
461	0.5363689974
462	0.536331295
463	0.5362756792
464	0.5362217718
465	0.5362001302
466	0.5361472224
467	0.5360829717
468	0.5360553231
469	0.536022936
470	0.5359521963
471	0.5359285929
472	0.5359084187
473	0.5358802037
474	0.5358506792
475	0.5357681006
476	0.5357395565
477	0.5356959546
478	0.5356275313
479	0.5355858939
480	0.5355291279
481	0.5354727207
482	0.5354137325
483	0.535365447
484	0.535306683
485	0.5352673389
486	0.5352444781
487	0.5351816862
488	0.5351406797
489	0.5351067772
490	0.5350589149
491	0.5350267682
492	0.5349958006
493	0.5349258272
494	0.534865232
495	0.5348264354
496	0.5347905794
497	0.5347391651
498	0.5346688143
499	0.5346409636
500	0.5345935969
501	0.5345388751
502	0.5345054073
503	0.5344857168
504	0.534443668
505	0.5344120217
506	0.5343493901
507	0.534304578
508	0.5342402778
509	0.5341965535
510	0.5341113314
511	0.5340715335
512	0.5340343359
513	0.5339802023
514	0.5339182086
515	0.5338485243
516	0.5338181772
517	0.5337589846
518	0.5337264797
519	0.5336702264
520	0.5336396754
521	0.5335806137
522	0.5335596402
523	0.5334937211
524	0.5334360432
525	0.533369635
526	0.5333401438
527	0.5333016672
528	0.5332628431
529	0.5332396593
530	0.5332029639
531	0.5331759418
532	0.5331385739
533	0.5331021087
534	0.5330299036
535	0.532993862
536	0.5329418432
537	0.5329025616
538	0.5328478602
539	0.5327992127
540	0.5327574837
541	0.5327289724
542	0.5326925222
543	0.5326556813
544	0.5326354695
545	0.5325574839
546	0.5324865428
547	0.5324448539
548	0.5324133262
549	0.5323712216
550	0.5323475889
551	0.532280462
552	0.5322648554
553	0.5322465716
554	0.5322201269
555	0.5321900324
556	0.532165895
557	0.5321218276
558	0.5320574795
559	0.5320243307
560	0.5319974647
561	0.5319597117
562	0.531925844
563	0.5318579726
564	0.5318144197
565	0.5317481978
566	0.5317033611
567	0.5316371902
568	0.5316043394
569	0.5315547568
570	0.5315292288
571	0.5315059262
572	0.5314858003
573	0.5314373309
574	0.5314037543
575	0.5313796245
576	0.5313536124
577	0.5313094775
578	0.5312729733
579	0.5312565801
580	0.5312174335
581	0.5311756667
582	0.5311470488
583	0.5311139946
584	0.5310800947
585	0.5310422765
586	0.5309989813
587	0.5309510733
588	0.5309323547
589	0.530872494
590	0.5308474527
591	0.5308164362
592	0.530773036
593	0.530753272
594	0.5307159068
595	0.5306919622
596	0.5306488549
597	0.5306093387
598	0.5305703392
599	0.5305338707
600	0.5305059329
601	0.5304729037
602	0.5304370133
603	0.5303863685
604	0.5303611742
605	0.5303319707
606	0.5302869925
607	0.5302614685
608	0.5302420972
609	0.5302156826
610	0.5301596203
611	0.5300856922
612	0.5300507293
613	0.5300378101
614	0.5300241101
615	0.5299660547
616	0.5299099876
617	0.5298880015
618	0.5298513342
619	0.5298288035
620	0.5297510121
621	0.5297251369
622	0.5297050302
623	0.5296751398
624	0.5296427313
625	0.5296149634
626	0.5295894504
627	0.529559662
628	0.5295382255
629	0.5295051794
630	0.5294733247
631	0.5294381478
632	0.5293902505
633	0.5293630771
634	0.5293450621
635	0.5293145002
636	0.52928754
637	0.5292532191
638	0.5292198947
639	0.5291709572
640	0.5291501345
641	0.5291065108
642	0.5290703105
643	0.5290462046
644	0.5290215329
645	0.528988498
646	0.5289340217
647	0.5289072159
648	0.5288896198
649	0.5288489944
650	0.5288338514
651	0.5288078227
652	0.5287880287
653	0.5287437015
654	0.5287091063
655	0.528669445
656	0.5286379964
657	0.5286171528
658	0.5285955911
659	0.5285834187
660	0.528540596
661	0.5285020308
662	0.5284392423
663	0.528386014
664	0.5283713144
665	0.5283384998
666	0.528306727
667	0.5282818903
668	0.5281910589
669	0.5281521201
670	0.5281060207
671	0.5280805871
672	0.5280516927
673	0.5279898734
674	0.5279493746
675	0.5278969023
676	0.5278634487
677	0.5278349777
678	0.5277913541
679	0.5277564352
680	0.5277126963
681	0.5276866994
682	0.5276567382
683	0.5276295626
684	0.527602059
685	0.5275551929
686	0.5275293407
687	0.5274971053
688	0.5274661096
689	0.5274383579
690	0.5274062912
691	0.5273868368
692	0.5273661834
693	0.5273252663
694	0.5272924956
695	0.5272515946
696	0.5272322216
697	0.5271980285
698	0.5271544393
699	0.5271176255
700	0.5270746619
701	0.5270487643
702	0.5270168266
703	0.5269960279
704	0.5269842546
705	0.5269501762
706	0.5269230296
707	0.5269054109
708	0.5268818819
709	0.526861972
710	0.5268284309
711	0.5267979411
712	0.5267615822
713	0.5267300851
714	0.526715252
715	0.526684603
716	0.5266534503
717	0.526625394
718	0.5266088343
719	0.526576259
720	0.526562949
721	0.5265288869
722	0.5264733486
723	0.5264495821
724	0.5264164731
725	0.5263923766
726	0.5263768573
727	0.5263364309
728	0.5262992543
729	0.5262630574
730	0.5262254389
731	0.5261989973
732	0.5261567666
733	0.5261004465
734	0.5260758114
735	0.5260589287
736	0.5260282195
737	0.5260124274
738	0.5259945597
739	0.5259757739
740	0.5259600676
741	0.5259181018
742	0.5258765259
743	0.5258496298
744	0.5258370224
745	0.5257886004
746	0.5257614157
747	0.5257358687
748	0.5257040697
749	0.5256869347
750	0.5256689685
751	0.5256579961
752	0.5256466957
753	0.525610432
754	0.5255956548
755	0.5255608086
756	0.525524867
757	0.5255056927
758	0.5254763725
759	0.5254404907
760	0.5254188861
761	0.5253611965
762	0.5253247163
763	0.5253074158
764	0.5252763127
765	0.5252460172
766	0.5252098571
767	0.5251890087
768	0.5251693409
769	0.5251506131
770	0.5250991302
771	0.5250729163
772	0.5250470951
773	0.5250203972
774	0.5250008106
775	0.5249703241
776	0.5249377784
777	0.5249225445
778	0.5248904992
779	0.5248691566
780	0.5248525196
781	0.524835707
782	0.5248052985
783	0.5247804274
784	0.524728295
785	0.5246829679
786	0.5246543243
787	0.5246298184
788	0.5246153421
789	0.5245656902
790	0.5245462619
791	0.5245258252
792	0.5245093526
793	0.5244844456
794	0.5244554626
795	0.5244314075
796	0.5244137488
797	0.5243934165
798	0.5243774218
799	0.5243470524
800	0.5243272434
801	0.524276622
802	0.5242580596
803	0.5242259299
804	0.5241941928
805	0.5241795291
806	0.5241450052
807	0.5241159596
808	0.5241007895
809	0.5240761481
810	0.5240552546
811	0.5240235729
812	0.5239852015
813	0.52394231
814	0.5238830981
815	0.5238569331
816	0.5238335962
817	0.5238185934
818	0.5237605082
819	0.5237140003
820	0.5236884631
821	0.5236765717
822	0.5236342253
823	0.5236084429
824	0.5235839099
825	0.5235465158
826	0.5235185783
827	0.5234964773
828	0.5234863154
829	0.523435459
830	0.5234170643
831	0.5233782533
832	0.5233722382
833	0.5233427765
834	0.5233192191
835	0.5232892933
836	0.5232444124
837	0.5232126596
838	0.5231911168
839	0.5231744923
840	0.5231627868
841	0.5231448438
842	0.5231017515
843	0.5230798746
844	0.523065597
845	0.5230386882
846	0.5229768914
847	0.5229590079
848	0.5229442436
849	0.5229357847
850	0.5229113521
851	0.5228886322
852	0.5228659553
853	0.522843585
854	0.5228247959
855	0.5227813256
856	0.5227612156
857	0.522741918
858	0.5227302028
859	0.5226890108
860	0.5226767009
861	0.5226568066
862	0.5226350649
863	0.522623875
864	0.5225977569
865	0.5225671741
866	0.5225360839
867	0.5225181413
868	0.5225014075
869	0.5224855747
870	0.5224470464
871	0.5224206116
872	0.5224078775
873	0.5223677158
874	0.5223473699
875	0.5223224037
876	0.5223133629
877	0.5222915189
878	0.5222790897
879	0.5222536363
880	0.5222350019
881	0.5222131987
882	0.5221539228
883	0.5221201452
884	0.522101176
885	0.5220867616
886	0.5220625093
887	0.5220348445
888	0.5220175449
889	0.5219977136
890	0.5219537782
891	0.5219323155
892	0.5219136036
893	0.5218929317
894	0.5218695291
895	0.5218474464
896	0.5218354909
897	0.521812438
898	0.5217751151
899	0.5217451668
900	0.5217074647
901	0.5216951537
902	0.5216724249
903	0.5216314798
904	0.5216081094
905	0.5215761249
906	0.5215495577
907	0.5215247076
908	0.5215039543
909	0.5214899199
910	0.5214585011
911	0.5214294821
912	0.5213972442
913	0.5213764637
914	0.5213541397
915	0.5213409609
916	0.5213036704
917	0.5212872943
918	0.5212526892
919	0.5212351212
920	0.5212218732
921	0.5212116449
922	0.5211992119
923	0.5211737058
924	0.5211524534
925	0.5211215875
926	0.5211070357
927	0.5210750645
928	0.5210471268
929	0.5210116676
930	0.5209813446
931	0.5209528725
932	0.5209358679
933	0.5209084079
934	0.5208789833
935	0.52086566
936	0.5208457186
937	0.5208276737
938	0.5208196216
939	0.5207925306
940	0.5207621507
941	0.5207465519
942	0.5207207368
943	0.5206989363
944	0.520678128
945	0.5206491317
946	0.52062852
947	0.5205949083
948	0.5205776051
949	0.5205468374
950	0.5205297312
951	0.5205104171
952	0.5204856719
953	0.5204649434
954	0.520443088
955	0.5204200396
956	0.5203964603
957	0.5203753749
958	0.5203544211
959	0.5203281891
960	0.5203187823
961	0.5202988421
962	0.5202737997
963	0.5202642374
964	0.520235461
965	0.5202178366
966	0.5201901841
967	0.5201768211
968	0.520162265
969	0.5201321797
970	0.5201189036
971	0.5200743897
972	0.5200526064
973	0.5199982103
974	0.5199722475
975	0.5199607351
976	0.5199486479
977	0.5199308149
978	0.5199056886
979	0.5198934233
980	0.5198788592
981	0.5198540619
982	0.5198383917
983	0.5198168637
984	0.5197953127
985	0.5197763692
986	0.5197658029
987	0.5197452667
988	0.5197292616
989	0.5197205514
990	0.5196973825
991	0.5196727976
992	0.5196566797
993	0.5196153104
994	0.5195953431
995	0.5195839329
996	0.5195735839
997	0.5195562467
998	0.5195238262
999	0.5194929298
